uncertainty_weight,k,avg_precision_at_k,std_precision_at_k,avg_hit_rate,std_hit_rate,avg_hits,baseline_avg_precision_at_k,baseline_std_precision_at_k,baseline_avg_hit_rate,baseline_std_hit_rate,baseline_avg_hits,feature_set,numeric_features,n_numeric_features,n_runs,clip_predictions,svd_explained_variance
14,5,0.34,0.19574419397183718,0.053125,0.030585030308099555,1.7,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_completed_dropped,"mean, completed, dropped",3,20,False,0.40687277196386595
14,5,0.34,0.1465390194130093,0.053125,0.022896721783282704,1.7,,,,,,combo_popularity_statistics_num_list_users_watching_completed_dropped,"popularity, statistics_num_list_users, watching, completed, dropped",5,20,False,0.40687277196386595
14,5,0.34,0.16026294183720635,0.053125,0.025041084662063492,1.7,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_popularity_completed_on_hold_dropped_plan_to_watch,"mean, popularity, completed, on_hold, dropped, plan_to_watch",6,20,False,0.40687277196386595
14,5,0.33999999999999997,0.1729009451741235,0.053125,0.0270157726834568,1.7,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_popularity_watching_on_hold_dropped_plan_to_watch,"mean, popularity, watching, on_hold, dropped, plan_to_watch",6,20,False,0.40687277196386595
14,5,0.32999999999999996,0.1976173868336169,0.0515625,0.030877716692752633,1.65,,,,,,combo_popularity_statistics_num_list_users,"popularity, statistics_num_list_users",2,20,False,0.40687277196386595
14,5,0.32999999999999996,0.1625455401774498,0.0515625,0.02539774065272653,1.65,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_on_hold_dropped,"mean, on_hold, dropped",3,20,False,0.40687277196386595
14,5,0.32999999999999996,0.19761738683361688,0.0515625,0.030877716692752633,1.65,,,,,,combo_popularity_statistics_num_list_users_completed,"popularity, statistics_num_list_users, completed",3,20,False,0.40687277196386595
14,5,0.32999999999999996,0.1490319640741189,0.0515625,0.02328624438658108,1.65,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_watching_completed_dropped,"mean, watching, completed, dropped",4,20,False,0.40687277196386595
14,5,0.32,0.17651599003161755,0.05,0.027580623442440243,1.6,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_statistics_num_list_users,"mean, statistics_num_list_users",2,20,False,0.40687277196386595
14,5,0.32,0.1880649383926509,0.05,0.029385146623851704,1.6,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_completed,"mean, completed",2,20,False,0.40687277196386595
14,5,0.32,0.11964860832322376,0.05,0.018695095050503714,1.6,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_watching_completed,"mean, watching, completed",3,20,False,0.40687277196386595
14,5,0.32,0.1361114094757441,0.05,0.021267407730585015,1.6,,,,,,combo_popularity_statistics_num_list_users_watching_on_hold_dropped,"popularity, statistics_num_list_users, watching, on_hold, dropped",5,20,False,0.40687277196386595
14,5,0.31,0.18890264827766653,0.0484375,0.029516038793385393,1.55,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_on_hold,"mean, on_hold",2,20,False,0.40687277196386595
14,5,0.31,0.1651155894963793,0.0484375,0.025799310858809262,1.55,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_statistics_num_list_users_on_hold,"mean, statistics_num_list_users, on_hold",3,20,False,0.40687277196386595
14,5,0.31,0.15183093090324964,0.0484375,0.023723582953632756,1.55,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_statistics_num_list_users_on_hold_dropped,"mean, statistics_num_list_users, on_hold, dropped",4,20,False,0.40687277196386595
14,5,0.31,0.18890264827766653,0.0484375,0.029516038793385393,1.55,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_watching_on_hold_dropped,"mean, watching, on_hold, dropped",4,20,False,0.40687277196386595
14,5,0.31,0.13726654823065193,0.0484375,0.021447898161039362,1.55,,,,,,combo_popularity_statistics_num_list_users_watching_dropped,"popularity, statistics_num_list_users, watching, dropped",4,20,False,0.40687277196386595
14,5,0.31,0.15183093090324964,0.0484375,0.023723582953632756,1.55,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_statistics_num_list_users_completed_on_hold_dropped,"mean, statistics_num_list_users, completed, on_hold, dropped",5,20,False,0.40687277196386595
14,5,0.31,0.16511558949637928,0.0484375,0.025799310858809266,1.55,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_popularity_statistics_num_list_users_watching_on_hold_plan_to_watch,"mean, popularity, statistics_num_list_users, watching, on_hold, plan_to_watch",6,20,False,0.40687277196386595
14,5,0.31,0.16511558949637928,0.0484375,0.025799310858809266,1.55,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_popularity_watching_completed_on_hold_plan_to_watch,"mean, popularity, watching, completed, on_hold, plan_to_watch",6,20,False,0.40687277196386595
14,5,0.31,0.16511558949637928,0.0484375,0.025799310858809266,1.55,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_popularity_statistics_num_list_users_watching_completed_on_hold_plan_to_watch,"mean, popularity, statistics_num_list_users, watching, completed, on_hold, plan_to_watch",7,20,False,0.40687277196386595
14,5,0.3,0.15217718205053643,0.046875,0.023777684695396314,1.5,,,,,,combo_popularity_on_hold,"popularity, on_hold",2,20,False,0.40687277196386595
14,5,0.3,0.10259783520851541,0.046875,0.01603091175133053,1.5,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_statistics_num_list_users_watching,"mean, statistics_num_list_users, watching",3,20,False,0.40687277196386595
14,5,0.3,0.17770466332772772,0.046875,0.027766353644957453,1.5,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_completed_on_hold,"mean, completed, on_hold",3,20,False,0.40687277196386595
14,5,0.3,0.10259783520851541,0.046875,0.01603091175133053,1.5,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_statistics_num_list_users_watching_completed,"mean, statistics_num_list_users, watching, completed",4,20,False,0.40687277196386595
14,5,0.3,0.15217718205053643,0.046875,0.023777684695396314,1.5,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_completed_on_hold_dropped,"mean, completed, on_hold, dropped",4,20,False,0.40687277196386595
14,5,0.3,0.1521771820505364,0.046875,0.023777684695396317,1.5,,,,,,combo_popularity_statistics_num_list_users_watching_completed_on_hold_dropped,"popularity, statistics_num_list_users, watching, completed, on_hold, dropped",6,20,False,0.40687277196386595
14,5,0.3,0.15217718205053643,0.046875,0.023777684695396314,1.5,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_popularity_statistics_num_list_users_completed_on_hold_dropped_plan_to_watch,"mean, popularity, statistics_num_list_users, completed, on_hold, dropped, plan_to_watch",7,20,False,0.40687277196386595
14,5,0.29000000000000004,0.13726654823065193,0.0453125,0.021447898161039362,1.45,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean,mean,1,20,False,0.40687277196386595
14,5,0.29000000000000004,0.15183093090324964,0.0453125,0.023723582953632756,1.45,,,,,,combo_popularity_statistics_num_list_users_completed_on_hold,"popularity, statistics_num_list_users, completed, on_hold",4,20,False,0.40687277196386595
14,5,0.29000000000000004,0.13726654823065193,0.0453125,0.021447898161039366,1.45,,,,,,combo_popularity_watching_completed_dropped,"popularity, watching, completed, dropped",4,20,False,0.40687277196386595
14,5,0.28,0.16415653633362465,0.04375,0.02564945880212885,1.4,,,,,,combo_popularity_statistics_num_list_users_on_hold,"popularity, statistics_num_list_users, on_hold",3,20,False,0.40687277196386595
14,5,0.28,0.16415653633362465,0.04375,0.02564945880212885,1.4,,,,,,combo_popularity_completed_on_hold,"popularity, completed, on_hold",3,20,False,0.40687277196386595
14,5,0.28,0.10052493799000695,0.04375,0.015707021560938582,1.4,,,,,,combo_popularity_statistics_num_list_users_completed_plan_to_watch,"popularity, statistics_num_list_users, completed, plan_to_watch",4,20,False,0.40687277196386595
14,5,0.28,0.16415653633362465,0.04375,0.02564945880212885,1.4,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_popularity_statistics_num_list_users_watching_dropped_plan_to_watch,"mean, popularity, statistics_num_list_users, watching, dropped, plan_to_watch",6,20,False,0.40687277196386595
14,5,0.27999999999999997,0.1507874069850104,0.04375,0.023560532341407873,1.4,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_statistics_num_list_users_completed_on_hold,"mean, statistics_num_list_users, completed, on_hold",4,20,False,0.40687277196386595
14,5,0.27,0.09787209698591859,0.0421875,0.015292515154049774,1.35,0.17,0.1341640786499874,0.0265625,0.02096313728906053,0.85,combo_mean_statistics_num_list_users_watching_dropped,"mean, statistics_num_list_users, watching, dropped",4,20,False,0.40687277196386595
