feature_set,model,k,avg_precision_at_k,std_precision_at_k_across_users,avg_ndcg_at_k,std_ndcg_at_k_across_users,avg_mrr_at_k,std_mrr_at_k_across_users,mean_within_user_std_precision_at_k,mean_within_user_std_ndcg_at_k,mean_within_user_std_mrr_at_k,avg_relevant_hits_at_k,avg_strong_hits_at_k,avg_test_relevant,avg_test_strong_relevant,users_evaluated,avg_score_count
complete_num_genres,knn_all_available,5,0.4346666666666667,0.21550396930059948,0.4076569500919663,0.218373803682329,0.6820628019323671,0.2708781910083002,0.1795870416554541,0.17435497895601526,0.25691981365580346,2.1733333333333333,1.7478260869565216,52.71420289855073,23.23927536231884,69,278.84057971014494
complete_num_genres,bayesian_ridge,5,0.2890144927536232,0.2113326408319096,0.2659432738197418,0.20463706752005173,0.4592946859903382,0.28075672595806583,0.154777376120308,0.15370569922005992,0.27030302757096,1.4450724637681158,1.1746376811594204,52.71420289855073,23.23927536231884,69,278.84057971014494
complete_num_genres,global_mean,5,0.15889855072463768,0.14688392224990376,0.14706017643296077,0.12432787661520582,0.2948719806763285,0.17852964763793466,0.11601768244666533,0.12080249744876995,0.27200953999181177,0.7944927536231884,0.6756521739130434,52.71420289855073,23.23927536231884,69,278.84057971014494
