model,k,avg_ndcg_at_k,std_ndcg_at_k,avg_precision_at_k,std_precision_at_k,avg_mrr_at_k,std_mrr_at_k,avg_relevant_hits_at_k,avg_strong_hits_at_k,avg_test_relevant,avg_test_strong_relevant,username,score_count,rated_eval_count,liked_count,like_threshold,relevance_threshold,liked_ratio,score_mean,score_std,score_median,n_runs,random_state,clip_predictions,feature_set,n_features,feature_rows,bayesian_uncertainty_weight,neighbor_setting,score_count_bin
bayesian_ridge,5,0.3426907127415432,0.1568325371544291,0.54,0.1435481125130547,0.552,0.2518203089773897,2.7,1.4,145.8,8.52,okami20,716,716,35,7.258311934292188,6,0.04888268156424581,6.846368715083799,0.5166238685843758,7.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_400_plus
global_mean,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.8,8.52,okami20,716,716,35,7.258311934292188,6,0.04888268156424581,6.846368715083799,0.5166238685843758,7.0,100,42,False,complete_num_genres,80,4859,,,completed_400_plus
knn_all_available,5,0.08229637126667934,0.0947348096994522,0.09600000000000002,0.10817120735671808,0.16099999999999998,0.2048132926557377,0.48,0.48,36.29,18.2,Jahov,158,158,73,8.672019582199178,6,0.4620253164556962,8.30379746835443,1.3440391643983554,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
global_mean,5,0.04235982145438487,0.06661418196006305,0.05800000000000001,0.09120960431441373,0.0725,0.11401200539301716,0.29,0.29,36.29,18.2,Jahov,158,158,73,8.672019582199178,6,0.4620253164556962,8.30379746835443,1.3440391643983554,8.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
bayesian_ridge,5,0.023455149377590395,0.054363379929716356,0.034,0.07550503361372739,0.04533333333333333,0.10559754614024774,0.17,0.15,36.29,18.2,Jahov,158,158,73,8.672019582199178,6,0.4620253164556962,8.30379746835443,1.3440391643983554,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
knn_all_available,5,0.1795682874644925,0.16324742617495522,0.196,0.17518821047921318,0.28883333333333333,0.2688886280155676,0.98,0.98,29.2,17.69,zClaw_Epic,178,178,72,7.721051603368554,6,0.4044943820224719,6.898876404494382,1.4421032067371096,7.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
global_mean,5,0.15524618934377502,0.15517273991887504,0.134,0.11739598878078496,0.3753333333333333,0.4183935929877496,0.67,0.67,29.2,17.69,zClaw_Epic,178,178,72,7.721051603368554,6,0.4044943820224719,6.898876404494382,1.4421032067371096,7.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
bayesian_ridge,5,0.037738931201576044,0.07770105419537011,0.044000000000000004,0.08326663997864531,0.07983333333333334,0.18530914201538495,0.22,0.21,29.2,17.69,zClaw_Epic,178,178,72,7.721051603368554,6,0.4044943820224719,6.898876404494382,1.4421032067371096,7.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
global_mean,5,0.26692763861021207,0.19278182827978108,0.254,0.17946047087328343,0.49833333333333335,0.36042670185130216,1.27,1.27,32.15,17.4,ikodrmz,158,158,70,7.6169263012776645,6,0.4430379746835443,7.322784810126582,1.2338526025553291,7.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
knn_all_available,5,0.2642635467826962,0.1806912227347909,0.33,0.17144660799776523,0.39583333333333337,0.2682128470322242,1.65,1.43,32.15,17.4,ikodrmz,158,158,70,7.6169263012776645,6,0.4430379746835443,7.322784810126582,1.2338526025553291,7.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
bayesian_ridge,5,0.24678758869101916,0.20577601660084155,0.258,0.20556893213369057,0.40049999999999997,0.32720335731321126,1.29,1.26,32.15,17.4,ikodrmz,158,158,70,7.6169263012776645,6,0.4430379746835443,7.322784810126582,1.2338526025553291,7.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
knn_all_available,5,0.6677256230464022,0.21354855068711295,0.584,0.23037957260735487,0.9525,0.17538437825154246,2.92,2.9,26.47,8.98,Lemmegoxd,128,128,36,8.603487180761737,6,0.28125,7.609375,1.206974361523475,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
bayesian_ridge,5,0.3448946555686176,0.2365053821576306,0.36,0.2201927530252721,0.5953333333333333,0.37144181720563396,1.8,1.56,26.47,8.98,Lemmegoxd,128,128,36,8.603487180761737,6,0.28125,7.609375,1.206974361523475,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
global_mean,5,0.09823215911241706,0.1376411077854779,0.08,0.09847319278346618,0.256,0.40410019759580623,0.4,0.4,26.47,8.98,Lemmegoxd,128,128,36,8.603487180761737,6,0.28125,7.609375,1.206974361523475,8.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
knn_all_available,5,0.45596022986454565,0.19814620850395806,0.43800000000000006,0.16003787430518193,0.7201666666666666,0.33268704181107067,2.19,2.18,61.55,34.11,BodiaK,411,411,136,7.760730800136399,6,0.3309002433090024,6.839416058394161,1.5214616002727963,7.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_400_plus
bayesian_ridge,5,0.29768770660287347,0.23000375137168713,0.24,0.18202008991128737,0.6004999999999999,0.43755682651625544,1.2,1.2,61.55,34.11,BodiaK,411,411,136,7.760730800136399,6,0.3309002433090024,6.839416058394161,1.5214616002727963,7.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_400_plus
