model,k,avg_ndcg_at_k,std_ndcg_at_k,avg_precision_at_k,std_precision_at_k,avg_mrr_at_k,std_mrr_at_k,avg_relevant_hits_at_k,avg_strong_hits_at_k,avg_test_relevant,avg_test_strong_relevant,username,score_count,rated_eval_count,liked_count,like_threshold,relevance_threshold,liked_ratio,score_mean,score_std,score_median,n_runs,random_state,clip_predictions,feature_set,n_features,feature_rows,bayesian_uncertainty_weight,neighbor_setting,score_count_bin
global_mean,5,0.17094843690148642,0.16554059502574456,0.15,0.13743685418725532,0.389,0.3997840326066971,0.75,0.75,61.55,34.11,BodiaK,411,411,136,7.760730800136399,6,0.3309002433090024,6.839416058394161,1.5214616002727963,7.0,100,42,False,complete_num_genres,80,4859,,,completed_400_plus
knn_all_available,5,0.2013182799725538,0.14196830196179813,0.3,0.16937198318160146,0.467,0.34227059214773087,1.5,0.89,17.65,9.3,ssafin,81,81,37,8.70861401415994,6,0.4567901234567901,7.938271604938271,1.4172280283198782,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_20_100
global_mean,5,0.14076352860988353,0.15663091744013444,0.14400000000000002,0.13949403520791082,0.3458333333333334,0.3941517978274863,0.72,0.55,17.65,9.3,ssafin,81,81,37,8.70861401415994,6,0.4567901234567901,7.938271604938271,1.4172280283198782,8.0,100,42,False,complete_num_genres,80,4859,,,completed_20_100
bayesian_ridge,5,0.09362357375598092,0.11649408895334176,0.11800000000000001,0.11753357568857258,0.24533333333333332,0.28792652448443073,0.59,0.38,17.65,9.3,ssafin,81,81,37,8.70861401415994,6,0.4567901234567901,7.938271604938271,1.4172280283198782,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_20_100
bayesian_ridge,5,0.21773703794914223,0.1757487419762206,0.28,0.21081851067789195,0.5986666666666667,0.42050207818194085,1.4,0.64,32.95,6.76,LILITH_OG,139,139,28,9.584927923720906,6,0.2014388489208633,8.43884892086331,1.169855847441812,9.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
knn_all_available,5,0.21376111960187952,0.1108350096319569,0.47200000000000003,0.21931021338954942,0.784,0.3400495111504648,2.36,0.39,32.95,6.76,LILITH_OG,139,139,28,9.584927923720906,6,0.2014388489208633,8.43884892086331,1.169855847441812,9.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
global_mean,5,0.09132189900033025,0.1453810170220561,0.07800000000000001,0.09804142600003947,0.278,0.4244021344399339,0.39,0.25,32.95,6.76,LILITH_OG,139,139,28,9.584927923720906,6,0.2014388489208633,8.43884892086331,1.169855847441812,9.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
knn_all_available,5,0.48499336457304965,0.20623078038209777,0.496,0.20593222382153015,0.843,0.30170837928030125,2.48,2.06,72.92,20.43,Exilkun,303,303,83,9.575356484022201,6,0.2739273927392739,8.686468646864686,1.1507129680444041,9.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
global_mean,5,0.23409241169547448,0.18583384268505573,0.242,0.1848723283181607,0.49333333333333335,0.37073046467895976,1.21,0.96,72.92,20.43,Exilkun,303,303,83,9.575356484022201,6,0.2739273927392739,8.686468646864686,1.1507129680444041,9.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
bayesian_ridge,5,0.21820533404078624,0.17296714921214193,0.218,0.1610445700275347,0.4048333333333333,0.30742125541807985,1.09,1.05,72.92,20.43,Exilkun,303,303,83,9.575356484022201,6,0.2739273927392739,8.686468646864686,1.1507129680444041,9.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
bayesian_ridge,5,0.11426154658970955,0.12453719590666186,0.14800000000000002,0.14104945762018906,0.30933333333333335,0.3614980056387699,0.74,0.5,22.99,9.77,isha4833,104,104,38,8.668597733315096,6,0.36538461538461536,8.01923076923077,1.3371954666301902,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
knn_all_available,5,0.09450874211647373,0.09913316073271727,0.15200000000000002,0.15857955337140645,0.29683333333333334,0.3466910684884989,0.76,0.41,22.99,9.77,isha4833,104,104,38,8.668597733315096,6,0.36538461538461536,8.01923076923077,1.3371954666301902,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
global_mean,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.99,9.77,isha4833,104,104,38,8.668597733315096,6,0.36538461538461536,8.01923076923077,1.3371954666301902,8.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
knn_all_available,5,0.6256482749422098,0.18947456939805857,0.672,0.20404000400000785,0.9633333333333333,0.1352140091958976,3.36,2.73,127.93,56.55,Pochi33,679,679,227,8.804956087878937,6,0.33431516936671574,7.7098674521354935,1.6099121757578732,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_400_plus
bayesian_ridge,5,0.3662140654078378,0.2009095999309335,0.39,0.21153598924881495,0.5715,0.2955553182196965,1.95,1.79,127.93,56.55,Pochi33,679,679,227,8.804956087878937,6,0.33431516936671574,7.7098674521354935,1.6099121757578732,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_400_plus
global_mean,5,0.21018093410919758,0.16791695182455288,0.2,0.15308279927654656,0.4325,0.38411481606310366,1.0,1.0,127.93,56.55,Pochi33,679,679,227,8.804956087878937,6,0.33431516936671574,7.7098674521354935,1.6099121757578732,8.0,100,42,False,complete_num_genres,80,4859,,,completed_400_plus
knn_all_available,5,0.3948162247533088,0.21902575940773106,0.35,0.18936363393900602,0.7126666666666667,0.3755289572793703,1.75,1.75,109.11,55.12,Czerik,458,458,224,8.572677081506402,6,0.4890829694323144,8.388646288209607,1.1453541630128055,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_400_plus
bayesian_ridge,5,0.33897035918912705,0.18017983629513734,0.374,0.1673440778875679,0.5855,0.3305409554538185,1.87,1.62,109.11,55.12,Czerik,458,458,224,8.572677081506402,6,0.4890829694323144,8.388646288209607,1.1453541630128055,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_400_plus
global_mean,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.11,55.12,Czerik,458,458,224,8.572677081506402,6,0.4890829694323144,8.388646288209607,1.1453541630128055,8.0,100,42,False,complete_num_genres,80,4859,,,completed_400_plus
knn_all_available,5,0.7726848062738715,0.13786056846827419,0.7879999999999999,0.13579544926249937,0.995,0.049999999999999996,3.94,3.4,83.66,33.47,Hashida-san,406,406,134,8.69053976519663,6,0.33004926108374383,7.810344827586207,1.3810795303932628,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_400_plus
bayesian_ridge,5,0.5831243945831627,0.19184880827154405,0.688,0.18924624544265453,0.91,0.20977782057866368,3.44,2.48,83.66,33.47,Hashida-san,406,406,134,8.69053976519663,6,0.33004926108374383,7.810344827586207,1.3810795303932628,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_400_plus
global_mean,5,0.27260169668650047,0.1888026378238324,0.26,0.17865942997555972,0.49333333333333335,0.3615343285319814,1.3,1.3,83.66,33.47,Hashida-san,406,406,134,8.69053976519663,6,0.33004926108374383,7.810344827586207,1.3810795303932628,8.0,100,42,False,complete_num_genres,80,4859,,,completed_400_plus
knn_all_available,5,0.7169605697492915,0.22912953846745285,0.64,0.26514718611184673,0.9675,0.14930394055974097,3.2,3.2,55.97,37.0,Doticle,335,335,148,7.896300656841094,6,0.4417910447761194,6.961194029850747,1.7926013136821872,7.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
global_mean,5,0.2496426095506431,0.19466271255864598,0.23199999999999998,0.1836113594338087,0.4733333333333334,0.35825991730888396,1.16,1.16,55.97,37.0,Doticle,335,335,148,7.896300656841094,6,0.4417910447761194,6.961194029850747,1.7926013136821872,7.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
bayesian_ridge,5,0.21920406737333764,0.17291614900421345,0.242,0.1759132017372617,0.36066666666666664,0.31116990786392706,1.21,1.2,55.97,37.0,Doticle,335,335,148,7.896300656841094,6,0.4417910447761194,6.961194029850747,1.7926013136821872,7.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
knn_all_available,5,0.09862159621824784,0.10202345468944339,0.11200000000000002,0.10374794631045167,0.20133333333333334,0.2408444738956254,0.56,0.56,17.52,9.58,Emily3k,79,79,37,8.827590638553646,6,0.46835443037974683,8.240506329113924,1.6551812771072916,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_20_100
global_mean,5,0.0367374217034557,0.05920771609545802,0.05600000000000001,0.09025217197084259,0.05600000000000001,0.09025217197084259,0.28,0.28,17.52,9.58,Emily3k,79,79,37,8.827590638553646,6,0.46835443037974683,8.240506329113924,1.6551812771072916,8.0,100,42,False,complete_num_genres,80,4859,,,completed_20_100
bayesian_ridge,5,0.012053377842707904,0.0447861994150138,0.014000000000000002,0.05128647999524855,0.024166666666666666,0.09273179771534487,0.07,0.07,17.52,9.58,Emily3k,79,79,37,8.827590638553646,6,0.46835443037974683,8.240506329113924,1.6551812771072916,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_20_100
bayesian_ridge,5,0.4657597284128844,0.19584798414579546,0.552,0.19094660526075366,0.7833333333333333,0.28940319409814536,2.76,1.98,83.53,29.92,Free4ngel,383,383,121,8.619148638128824,6,0.31592689295039167,7.8407310704960835,1.2382972762576459,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
knn_all_available,5,0.3714947358824283,0.15468571070871476,0.584,0.206324252015358,0.9286666666666666,0.19728914784230075,2.92,1.17,83.53,29.92,Free4ngel,383,383,121,8.619148638128824,6,0.31592689295039167,7.8407310704960835,1.2382972762576459,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
global_mean,5,0.21069757216108362,0.19602959863818387,0.20199999999999999,0.1831155731534408,0.39,0.3475261296282782,1.01,1.01,83.53,29.92,Free4ngel,383,383,121,8.619148638128824,6,0.31592689295039167,7.8407310704960835,1.2382972762576459,8.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
knn_all_available,5,0.7926868942395877,0.16392866566676967,0.97,0.07177405625652732,1.0,0.0,4.85,3.45,90.46,24.81,Goril,433,433,100,8.716592486899735,6,0.23094688221709006,7.625866050808314,1.4331849737994702,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_400_plus
bayesian_ridge,5,0.7896658744456582,0.14913437387326886,0.84,0.16080605044147395,1.0,0.0,4.2,3.34,90.46,24.81,Goril,433,433,100,8.716592486899735,6,0.23094688221709006,7.625866050808314,1.4331849737994702,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_400_plus
global_mean,5,0.6145062499738093,0.09519566408801275,0.794,0.03428932159955308,0.62,0.2146173479954639,3.97,3.28,90.46,24.81,Goril,433,433,100,8.716592486899735,6,0.23094688221709006,7.625866050808314,1.4331849737994702,8.0,100,42,False,complete_num_genres,80,4859,,,completed_400_plus
bayesian_ridge,5,0.6675586601965273,0.2019650537104762,0.682,0.214796121327583,0.9728333333333333,0.13570398811594447,3.41,2.72,46.31,31.86,chekkit,262,262,126,7.7821447952529095,6,0.48091603053435117,7.404580152671755,1.564289590505819,7.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
knn_all_available,5,0.3061467123294513,0.21444041634362046,0.308,0.21162192321174667,0.5161666666666667,0.3648982069824881,1.54,1.5,46.31,31.86,chekkit,262,262,126,7.7821447952529095,6,0.48091603053435117,7.404580152671755,1.564289590505819,7.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
global_mean,5,0.13509774069765484,0.1659660933903938,0.094,0.11531248716843158,0.36,0.4442676416010257,0.47,0.47,46.31,31.86,chekkit,262,262,126,7.7821447952529095,6,0.48091603053435117,7.404580152671755,1.564289590505819,7.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
knn_all_available,5,0.6498014912886049,0.21270357378148416,0.5660000000000001,0.22928082556048368,0.9533333333333333,0.17700272972461847,2.83,2.83,134.89,134.89,Proletariat,1188,1188,542,5.7247694713868835,6,0.4562289562289562,5.575757575757576,1.4495389427737675,5.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_400_plus
bayesian_ridge,5,0.2550920557661279,0.16676682059251371,0.28600000000000003,0.19123205005881463,0.36333333333333334,0.19745860069872617,1.43,1.43,134.89,134.89,Proletariat,1188,1188,542,5.7247694713868835,6,0.4562289562289562,5.575757575757576,1.4495389427737675,5.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_400_plus
global_mean,5,0.13517818615519553,0.17053565340313134,0.1,0.12552918289216958,0.34,0.4256901704433885,0.5,0.5,134.89,134.89,Proletariat,1188,1188,542,5.7247694713868835,6,0.4562289562289562,5.575757575757576,1.4495389427737675,5.0,100,42,False,complete_num_genres,80,4859,,,completed_400_plus
knn_all_available,5,0.40147825911173185,0.1999982909966791,0.392,0.18184242262647807,0.8128333333333333,0.3298118277910024,1.96,1.48,38.8,19.95,DanDeku,181,181,80,8.826747169236892,6,0.4419889502762431,8.027624309392266,1.6534943384737832,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
bayesian_ridge,5,0.2507901425137175,0.18330800437903125,0.276,0.18153108646602478,0.613,0.41387672004346826,1.38,0.96,38.8,19.95,DanDeku,181,181,80,8.826747169236892,6,0.4419889502762431,8.027624309392266,1.6534943384737832,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
global_mean,5,0.10373025615661509,0.09541461124913782,0.166,0.142290072199239,0.1925,0.14588202650280685,0.83,0.62,38.8,19.95,DanDeku,181,181,80,8.826747169236892,6,0.4419889502762431,8.027624309392266,1.6534943384737832,8.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
knn_all_available,5,0.6728823725818315,0.21674719173501125,0.7140000000000001,0.25146841478874365,0.9845,0.10910448147893778,3.57,2.8,29.78,9.52,YakuzaFinder6911,135,135,38,8.661357460067007,6,0.2814814814814815,7.792592592592593,1.3227149201340138,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
bayesian_ridge,5,0.416877077631084,0.23476877952764075,0.384,0.1983365163992091,0.6948333333333333,0.3566247733349844,1.92,1.87,29.78,9.52,YakuzaFinder6911,135,135,38,8.661357460067007,6,0.2814814814814815,7.792592592592593,1.3227149201340138,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
global_mean,5,0.18790591428621162,0.07660382053017178,0.33,0.11146408580454256,0.26266666666666666,0.06688180773954559,1.65,1.18,29.78,9.52,YakuzaFinder6911,135,135,38,8.661357460067007,6,0.2814814814814815,7.792592592592593,1.3227149201340138,8.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
knn_all_available,5,0.4508787574612744,0.17420286854510522,0.522,0.2086899977275268,0.8695,0.2520850759602509,2.61,1.82,30.21,8.68,Bdjammin,147,147,35,8.650611903481504,6,0.23809523809523808,7.612244897959184,1.3012238069630075,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
bayesian_ridge,5,0.38471111635283756,0.15273333777398046,0.534,0.15841385512305897,0.552,0.20888351594207535,2.67,1.78,30.21,8.68,Bdjammin,147,147,35,8.650611903481504,6,0.23809523809523808,7.612244897959184,1.3012238069630075,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
global_mean,5,0.25337999288323937,0.17667636404120418,0.24,0.17291324385075277,0.48833333333333334,0.34103476920207687,1.2,1.2,30.21,8.68,Bdjammin,147,147,35,8.650611903481504,6,0.23809523809523808,7.612244897959184,1.3012238069630075,8.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
bayesian_ridge,5,0.5623518238664174,0.19050570101536188,0.53,0.1977142106448322,0.9241666666666667,0.19138832079785503,2.65,2.45,22.92,12.88,dragonenjoyer,173,173,52,7.908572337280437,6,0.30057803468208094,6.502890173410405,1.817144674560873,7.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
knn_all_available,5,0.45355236439140406,0.2331755658895862,0.366,0.21092389359408498,0.848,0.3326953490600601,1.83,1.76,22.92,12.88,dragonenjoyer,173,173,52,7.908572337280437,6,0.30057803468208094,6.502890173410405,1.817144674560873,7.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
global_mean,5,0.07738927941298575,0.09035380005163361,0.10200000000000001,0.11890068854877896,0.128,0.14289927228716742,0.51,0.51,22.92,12.88,dragonenjoyer,173,173,52,7.908572337280437,6,0.30057803468208094,6.502890173410405,1.817144674560873,7.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
knn_all_available,5,0.48113348978455356,0.24926128129917233,0.43200000000000005,0.24572301068438415,0.784,0.3406677933919575,2.16,2.16,23.61,23.61,SuricateVoador,246,246,93,6.862797097458861,6,0.3780487804878049,6.044715447154472,1.7255941949177225,6.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
bayesian_ridge,5,0.08786617898955092,0.14943272860362541,0.064,0.10590638137601349,0.22983333333333333,0.4000792219528325,0.32,0.32,23.61,23.61,SuricateVoador,246,246,93,6.862797097458861,6,0.3780487804878049,6.044715447154472,1.7255941949177225,6.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
global_mean,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.61,23.61,SuricateVoador,246,246,93,6.862797097458861,6,0.3780487804878049,6.044715447154472,1.7255941949177225,6.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
bayesian_ridge,5,0.28902722514252177,0.1262464498253544,0.35,0.14599017539934428,0.42416666666666664,0.21964892659420007,1.75,1.63,21.21,8.37,I_grV,90,90,34,8.4245913067619,6,0.37777777777777777,8.3,0.8491826135238,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_20_100
knn_all_available,5,0.27834916770507656,0.18999532221847312,0.34800000000000003,0.1672595515232466,0.374,0.2627374667438514,1.74,1.59,21.21,8.37,I_grV,90,90,34,8.4245913067619,6,0.37777777777777777,8.3,0.8491826135238,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_20_100
global_mean,5,0.20219150222878843,0.15911818948698903,0.198,0.1490576459567969,0.4075,0.3703925708834569,0.99,0.99,21.21,8.37,I_grV,90,90,34,8.4245913067619,6,0.37777777777777777,8.3,0.8491826135238,8.0,100,42,False,complete_num_genres,80,4859,,,completed_20_100
knn_all_available,5,0.5420451838529476,0.20529777123496232,0.532,0.1994335412455422,0.907,0.20163723802307887,2.66,2.22,22.84,7.58,Snowpro,117,117,31,8.752330977253518,6,0.26495726495726496,7.555555555555555,1.504661954507035,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
bayesian_ridge,5,0.11166851097128863,0.13718351378275442,0.136,0.14738117967098827,0.25433333333333336,0.32508843655610326,0.68,0.51,22.84,7.58,Snowpro,117,117,31,8.752330977253518,6,0.26495726495726496,7.555555555555555,1.504661954507035,8.0,100,42,False,complete_num_genres,80,4859,15.0,,completed_100_400
global_mean,5,0.044090826685570086,0.07475837115292233,0.052000000000000005,0.0881688004553616,0.08666666666666666,0.14694800075893605,0.26,0.26,22.84,7.58,Snowpro,117,117,31,8.752330977253518,6,0.26495726495726496,7.555555555555555,1.504661954507035,8.0,100,42,False,complete_num_genres,80,4859,,,completed_100_400
knn_all_available,5,0.5641183433882204,0.17041191811031087,0.8160000000000001,0.13833059508060225,0.96,0.13632996217214538,4.08,2.23,52.13,14.68,RitsuKun,255,255,59,8.708166239875025,6,0.23137254901960785,7.470588235294118,1.4163324797500496,8.0,100,42,False,complete_num_genres,80,4859,,all_available,completed_100_400
