username,model,k,avg_ndcg_at_k,std_ndcg_at_k,avg_precision_at_k,std_precision_at_k,avg_mrr_at_k,std_mrr_at_k,avg_relevant_hits_at_k,avg_strong_hits_at_k,avg_test_relevant,avg_test_strong_relevant,valid_runs,score_count,avg_train_count,avg_candidate_count,avg_knn_neighbors,feature_set,feature_columns,n_features,feature_rows,bayesian_uncertainty_weight,clip_predictions,n_runs,random_state,svd_explained_variance
Dinterdos123,bayesian_ridge,5,0.1320557463817366,0.17409758230483244,0.11800000000000001,0.142403609079222,0.28300000000000003,0.3845864454277271,0.59,0.59,19.83,9.35,100,83,62.0,4797.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
Irseus,global_mean,5,0.1253041367540779,0.17034934202632393,0.09600000000000002,0.12864484035317916,0.3133333333333333,0.43376047324318073,0.48,0.48,187.09,26.89,100,775,581.0,4278.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
HumanRat,bayesian_ridge,5,0.11456009260861137,0.13245948320150436,0.18,0.17407765595569785,0.32583333333333336,0.35955277589416357,0.9,0.46,34.29,9.94,100,161,121.0,4738.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
KSTTK,global_mean,5,0.11313403778045755,0.16669869481571506,0.064,0.09376523445243014,0.32,0.4688261722621506,0.32,0.32,27.24,5.73,100,138,104.0,4755.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
alfalfy,global_mean,5,0.1057841682792175,0.11052145504654447,0.134,0.142290072199239,0.16583333333333333,0.15912878337048167,0.67,0.67,35.49,19.37,100,161,121.0,4738.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
LoyJoy,global_mean,5,0.10348036221291074,0.1362765549014959,0.08800000000000001,0.09977753031397177,0.264,0.40088790342327757,0.44,0.44,27.61,15.48,100,231,173.0,4686.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
yorkie_pro,global_mean,5,0.09564455716662805,0.07218266118429922,0.13,0.09587449708822043,0.166,0.13349989596333858,0.65,0.65,32.46,18.08,100,187,140.0,4719.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
GrumbleDango,global_mean,5,0.0949648574766125,0.15304972586010337,0.05600000000000001,0.09025217197084259,0.28,0.451260859854213,0.28,0.28,85.95,51.45,100,488,366.0,4493.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
AkiAki_Akira,global_mean,5,0.09331903478102539,0.10221806085129959,0.11200000000000002,0.1249484742288645,0.16333333333333333,0.16747279793189715,0.56,0.56,37.86,21.92,100,234,176.0,4683.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
xF0x,bayesian_ridge,5,0.08604657757459117,0.13497701850462215,0.08800000000000001,0.12494847422886451,0.22683333333333333,0.3526944147110217,0.44,0.32,20.45,12.71,100,135,101.0,4758.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
AkiAki_Akira,bayesian_ridge,5,0.08599382385993305,0.12270921507298774,0.08800000000000001,0.11830452060660905,0.17800000000000002,0.2772204509973578,0.44,0.44,37.86,21.92,100,234,176.0,4683.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
Irseus,bayesian_ridge,5,0.07961340535807403,0.09335950059617874,0.114,0.13410383433682418,0.12733333333333333,0.136813175965786,0.57,0.52,187.09,26.89,100,775,581.0,4278.0,,complete_num_genres_synopsis_svd,"mean,popularity,watching,Action,Adult Cast,Adventure,Anthropomorphic,Avant Garde,Award Winning,Boys Love,CGDCT,Childcare,Combat Sports,Comedy,Crossdressing,Delinquents,Detective,Drama,Ecchi,Educational,Erotica,Fantasy,Gag Humor,Girls Love,Gore,Gourmet,Harem,High Stakes Game,Historical,Horror,Idols (Female),Idols (Male),Isekai,Iyashikei,Josei,Kids,Love Polygon,Love Status Quo,Magical Sex Shift,Mahou Shoujo,Martial Arts,Mecha,Medical,Military,Music,Mystery,Mythology,Organized Crime,Otaku Culture,Parody,Performing Arts,Pets,Psychological,Racing,Reincarnation,Reverse Harem,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Showbiz,Slice of Life,Space,Sports,Strategy Game,Super Power,Supernatural,Survival,Suspense,Team Sports,Time Travel,Urban Fantasy,Vampire,Video Game,Villainess,Visual Arts,Workplace,synopsis_svd_0,synopsis_svd_1,synopsis_svd_2,synopsis_svd_3,synopsis_svd_4,synopsis_svd_5,synopsis_svd_6,synopsis_svd_7,synopsis_svd_8,synopsis_svd_9,synopsis_svd_10,synopsis_svd_11,synopsis_svd_12,synopsis_svd_13,synopsis_svd_14,synopsis_svd_15,synopsis_svd_16,synopsis_svd_17,synopsis_svd_18,synopsis_svd_19,synopsis_svd_20,synopsis_svd_21,synopsis_svd_22,synopsis_svd_23,synopsis_svd_24,synopsis_svd_25,synopsis_svd_26,synopsis_svd_27,synopsis_svd_28,synopsis_svd_29,synopsis_svd_30,synopsis_svd_31,synopsis_svd_32,synopsis_svd_33,synopsis_svd_34,synopsis_svd_35,synopsis_svd_36,synopsis_svd_37,synopsis_svd_38,synopsis_svd_39,synopsis_svd_40,synopsis_svd_41,synopsis_svd_42,synopsis_svd_43,synopsis_svd_44,synopsis_svd_45,synopsis_svd_46,synopsis_svd_47,synopsis_svd_48,synopsis_svd_49",130,4859,15,False,100,42,0.12783040142102292
