bayesian_uncertainty_weight,k,avg_ndcg_at_k,std_ndcg_at_k,avg_precision_at_k,std_precision_at_k,avg_mrr_at_k,std_mrr_at_k,avg_relevant_hits_at_k,avg_strong_hits_at_k,avg_test_relevant,avg_test_strong_relevant,username,score_count,n_runs,clip_predictions
20,5,0.17803915088862518,0.17650825963202454,0.138,0.13837440062191686,0.436,0.44553981180779334,0.69,0.69,23.48,23.48,Opelo_Stradyon,395,100,False
15,5,0.1770627948969921,0.17738639776513013,0.15200000000000002,0.14528272680215876,0.39916666666666667,0.4093970204022663,0.76,0.76,23.48,23.48,Opelo_Stradyon,395,100,False
13,5,0.17090213166857296,0.16888759824168487,0.14600000000000002,0.14172102343988519,0.3893333333333333,0.4060535202155762,0.73,0.73,23.48,23.48,Opelo_Stradyon,395,100,False
12,5,0.1657483778726395,0.1645332475356539,0.14400000000000002,0.13949403520791082,0.374,0.39206008609792337,0.72,0.72,23.48,23.48,Opelo_Stradyon,395,100,False
10,5,0.1590498220228708,0.15266484764780885,0.14800000000000002,0.138155234019087,0.3408333333333334,0.3560237999459392,0.74,0.74,23.48,23.48,Opelo_Stradyon,395,100,False
9,5,0.15263819858075783,0.14440888442746017,0.154,0.1417210234398852,0.30083333333333334,0.31299371773258866,0.77,0.77,23.48,23.48,Opelo_Stradyon,395,100,False
8,5,0.14790653576905968,0.1437678495875541,0.154,0.1473126270928942,0.2775,0.2919262913749969,0.77,0.77,23.48,23.48,Opelo_Stradyon,395,100,False
7,5,0.13489501086970068,0.14103214210250517,0.14,0.13780384243517663,0.25966666666666666,0.28732267746847673,0.7,0.7,23.48,23.48,Opelo_Stradyon,395,100,False
6,5,0.12643604664217695,0.13041721362388525,0.14,0.1318094737632215,0.24016666666666667,0.27114396845105176,0.7,0.7,23.48,23.48,Opelo_Stradyon,395,100,False
5,5,0.11144483852287473,0.1151716962015673,0.13,0.12185435916898851,0.21033333333333334,0.2501265672880425,0.65,0.65,23.48,23.48,Opelo_Stradyon,395,100,False
3,5,0.05699398016784319,0.08347997147688786,0.07600000000000001,0.1092860208051988,0.09516666666666668,0.14298593480937513,0.38,0.38,23.48,23.48,Opelo_Stradyon,395,100,False
0,5,0.0016958010263680803,0.0169580102636808,0.002,0.019999999999999993,0.003333333333333333,0.03333333333333334,0.01,0.01,23.48,23.48,Opelo_Stradyon,395,100,False
-5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.48,23.48,Opelo_Stradyon,395,100,False
-4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.48,23.48,Opelo_Stradyon,395,100,False
-3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.48,23.48,Opelo_Stradyon,395,100,False
-2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.48,23.48,Opelo_Stradyon,395,100,False
-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.48,23.48,Opelo_Stradyon,395,100,False
20,10,0.16833803034692754,0.11866640147246638,0.145,0.09252354327740621,0.47182142857142856,0.41307147230294344,1.45,1.45,23.48,23.48,Opelo_Stradyon,395,100,False
