score_variant,clip_predictions,bayesian_uncertainty_weight,k,avg_ndcg_at_k,std_ndcg_at_k,avg_precision_at_k,std_precision_at_k,avg_mrr_at_k,std_mrr_at_k,avg_relevant_hits_at_k,avg_strong_hits_at_k,avg_test_relevant,avg_test_strong_relevant,score_count,n_runs,random_state,svd_explained_variance,users_evaluated
unclipped,False,12,5,0.2664437651058624,0.1425087419990503,0.2769655172413793,0.13829923425514898,0.4217557471264368,0.2303150440143726,1.3848275862068964,1.1137931034482758,51.656379310344825,19.785,264.62068965517244,200,42,0.12796885211512077,29
unclipped,False,12,10,0.2389242966738045,0.11230385675181287,0.23312068965517244,0.09555339141454229,0.436485153256705,0.21961095460232943,2.3312068965517243,1.6960344827586207,51.656379310344825,19.785,264.62068965517244,200,42,0.12796885211512077,29
